4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,diffuse,p_pulsar
4FGL J0731.2-1403,bll-pulsar,2.199,229.966,8.529,0.097,1.825,0.216,0.592,0.526,0.600
4FGL J0731.5-1910,unid-pulsar,-0.189,234.481,4.278,0.230,0.399,4.940,1.131,1.074,0.812
4FGL J0731.8-3009,bcu-bll,-5.397,244.167,8.298,0.053,3.552,0.114,0.213,0.501,0.001
4FGL J0731.9+2805,bll-bll,20.651,191.077,5.084,0.090,4.094,0.016,0.346,-0.316,0.003
4FGL J0732.7-4638,bcu-fsrq,-12.835,259.090,10.331,0.155,0.345,1.791,0.865,0.175,0.003
4FGL J0733.0+4915,bcu-bll,26.769,168.903,5.051,0.067,0.100,0.148,-0.097,-0.141,0.005
4FGL J0733.1+5910,bcu-bll,28.296,157.852,11.304,0.071,0.740,0.064,0.304,-0.251,0.018
4FGL J0733.3-7615,unid-bll,-23.859,288.142,5.179,0.051,42.105,0.018,0.298,0.239,0.005
4FGL J0733.4+5152,bcu-bll,27.314,166.021,14.049,0.040,1000.000,0.391,0.035,-0.239,0.006
4FGL J0733.5+3517,bll-bll,23.331,183.853,6.365,0.080,2.048,0.017,0.386,-0.163,0.003
4FGL J0733.5-5445,bcu-bll,-16.177,266.726,17.496,0.042,0.343,0.392,0.109,0.095,0.002
4FGL J0733.6+3649,bcu-bll,23.819,182.272,6.674,0.083,0.465,0.046,0.209,-0.233,0.004
4FGL J0733.7+0205,bcu-fsrq,10.365,215.915,4.167,0.145,0.279,0.158,0.455,0.086,0.004
4FGL J0733.7+4110,bll-bll,25.042,177.688,16.339,0.034,5.294,0.113,0.102,-0.220,0.002
4FGL J0733.8+0455,fsrq-fsrq,11.682,213.354,14.544,0.064,0.212,1.052,0.261,-0.194,0.002
4FGL J0734.0+5021,fsrq-fsrq,27.143,167.727,30.680,0.067,0.389,1.995,0.298,-0.210,0.006
4FGL J0734.3-4448,unid-bll,-11.757,257.541,5.881,0.058,0.100,0.081,-0.033,0.122,0.005
4FGL J0734.4-7711,bcu-fsrq,-24.067,289.125,22.292,0.032,0.499,1.776,0.268,0.297,0.003
4FGL J0734.7-1559,psr,2.013,232.064,65.947,0.023,0.620,155.647,0.547,0.627,0.996
4FGL J0735.0-7255,unid-bll,-22.736,284.713,4.873,0.065,2.611,0.020,1.075,0.147,0.002
4FGL J0736.9-3231,unid-fsrq,-5.575,246.786,16.113,0.072,0.324,7.672,0.613,0.680,0.167
4FGL J0737.3-8247,bll-bll,-25.475,295.098,19.618,0.034,7.455,0.314,0.134,0.141,0.005
4FGL J0737.4+6535,unid-bll,29.251,150.584,6.934,0.044,0.100,0.102,-0.100,-0.184,0.006
4FGL J0737.7-8047,unid-bll,-24.933,292.980,4.875,0.059,1000.000,0.021,0.004,0.255,0.006
4FGL J0737.9-3041,msp,-4.509,245.266,4.354,0.135,1.020,0.075,0.424,0.587,0.028
4FGL J0738.1+1742,bll-bll,18.078,201.848,88.164,0.011,2.106,68.762,0.134,-0.341,0.007
4FGL J0738.4+1539,bcu-bll,17.310,203.841,5.679,0.072,5.330,0.022,0.588,-0.260,0.002
4FGL J0738.6+1311,unid-bll,16.329,206.216,7.180,0.163,0.100,0.638,0.064,-0.212,0.006
4FGL J0738.9-6736,fsrq-fsrq,-20.595,279.460,11.243,0.063,0.100,5.021,-0.054,0.090,0.009
4FGL J0739.2+0137,fsrq-fsrq,11.377,216.984,107.733,0.016,0.110,475.262,0.192,0.094,0.007
4FGL J0739.6-4530,unid-fsrq,-11.247,258.598,5.309,0.079,1.126,0.096,0.968,0.317,0.233
4FGL J0739.6+7505,unid-bll,29.242,139.687,4.708,0.109,3.043,0.004,0.497,-0.354,0.007
4FGL J0739.7+1743,bcu-fsrq,18.443,201.996,5.038,0.102,0.100,2.294,0.165,-0.347,0.002
4FGL J0739.8-6722,bll-bll,-20.433,279.258,6.272,0.059,20.442,0.107,1.264,0.081,0.005
4FGL J0740.0-0753,bcu-fsrq,7.068,225.589,6.234,0.224,0.156,0.340,0.287,0.082,0.003
4FGL J0740.9+3203,bll-bll,23.807,187.730,7.383,0.069,0.100,0.087,0.069,-0.319,0.005
4FGL J0741.0+6618,msp,29.624,149.765,20.960,0.052,1.644,0.324,0.842,-0.371,0.668
4FGL J0741.0+3226,bll-bll,23.947,187.342,7.343,0.046,29.753,0.030,0.743,-0.325,0.007
4FGL J0741.0-5226,unid-bll,-14.174,265.053,4.377,0.059,1000.000,0.317,-0.100,0.232,0.006
4FGL J0741.2-5140,bcu-fsrq,-13.812,264.354,5.389,0.156,0.198,0.358,0.467,0.290,0.003
4FGL J0741.4-8132,bcu-bll,-25.005,293.814,4.239,0.072,14.610,0.017,0.594,0.278,0.005
4FGL J0741.4-4709,fsrq-fsrq,-11.738,260.246,12.911,0.075,0.100,4.329,0.235,0.170,0.002
4FGL J0741.9-4157,unid-fsrq,-9.217,255.619,6.259,0.160,0.248,0.331,0.455,0.396,0.007
4FGL J0742.1+4902,fsrq-fsrq,28.189,169.449,11.869,0.083,0.993,0.054,0.254,-0.210,0.005
4FGL J0742.6+5443,fsrq-fsrq,29.094,163.053,62.215,0.016,0.146,20.504,0.159,-0.346,0.007
4FGL J0742.8-2822,psr,-2.442,243.778,28.430,0.046,0.898,12.725,0.667,0.751,0.997
4FGL J0742.9-5242,bcu-fsrq,-14.035,265.424,8.286,0.135,0.163,2.239,0.494,0.196,0.001
4FGL J0743.0-5622,fsrq-fsrq,-15.640,268.843,6.858,0.154,0.100,1.916,0.288,0.131,0.002
4FGL J0743.1+1713,bll-bll,18.966,202.815,10.843,0.059,0.100,0.325,0.017,-0.355,0.006
4FGL J0743.2+4034,unid-fsrq,26.615,178.822,4.644,0.253,0.100,1.459,0.610,-0.233,0.005
4FGL J0743.3-4912,bcu-bll,-12.399,262.258,7.901,0.127,0.100,0.867,0.156,0.522,0.006
4FGL J0743.6-3805,bcu-bll,-7.077,252.346,5.835,0.108,0.394,0.142,0.214,0.612,0.002
4FGL J0744.0-2525,psr,-0.739,241.353,35.164,0.035,1.318,21.991,0.916,0.649,0.997
4FGL J0744.0+5033,unid-bll,28.742,167.810,6.309,0.064,10.918,0.011,0.229,-0.209,0.005
4FGL J0744.1-6211,bcu-bll,-17.984,274.409,4.057,0.050,34.720,0.067,1.707,0.138,0.005
4FGL J0744.1+7434,bll-bll,29.571,140.252,21.245,0.022,1000.000,0.739,0.021,-0.407,0.006
4FGL J0744.2-6918,bll-bll,-20.779,281.338,11.237,0.118,1.086,0.086,0.310,0.089,0.001
4FGL J0744.4-1403,unid-pulsar,5.007,231.519,5.391,0.173,0.292,0.913,1.198,0.192,0.884
4FGL J0744.9-4028,unid-pulsar,-7.999,254.569,13.913,0.062,1.871,0.653,0.993,0.586,1.000
4FGL J0745.4-2447,bcu-pulsar,-0.150,240.963,4.323,0.457,0.338,3.215,1.950,0.655,0.542
4FGL J0745.6+0107,unid-bll,12.554,218.180,4.134,0.167,0.100,0.252,0.088,-0.286,0.006
4FGL J0746.3-0225,bll-bll,11.062,221.481,18.529,0.032,12.567,0.361,0.228,-0.073,0.005
4FGL J0746.4+2546,fsrq-fsrq,22.869,194.630,17.300,0.136,0.100,8.746,0.517,-0.362,0.002
4FGL J0746.5+2730,fsrq-fsrq,23.485,192.850,9.235,0.146,0.244,0.358,0.455,-0.346,0.001
4FGL J0746.5-0710,bcu-bll,8.813,225.733,16.547,0.039,1.264,0.735,0.369,0.000,0.110
4FGL J0746.5-4113,unid-bll,-8.107,255.385,7.256,0.067,3.803,0.032,0.255,0.364,0.002
4FGL J0746.6-4754,bll-bll,-11.305,261.347,51.736,0.027,3.778,3.030,0.117,0.181,0.007
4FGL J0747.2-0736,unid-bll,8.760,226.199,6.495,0.066,3.905,0.027,0.137,-0.009,0.003
4FGL J0747.2+4529,bcu-bll,28.408,173.586,7.188,0.161,3.758,0.020,0.636,-0.217,0.003
4FGL J0747.3-3310,bll-fsrq,-3.995,248.425,21.965,0.029,0.100,11.010,0.068,1.038,0.006
4FGL J0747.5+0905,bll-bll,16.553,211.045,11.927,0.050,4.425,0.056,0.085,-0.430,0.003
4FGL J0747.5-4927,bll-bll,-11.910,262.806,19.126,0.042,0.100,0.349,0.034,0.189,0.006
4FGL J0747.6+7209,bcu-bll,30.021,143.000,6.366,0.206,0.100,0.264,0.086,-0.448,0.006
4FGL J0747.8+7410,unid-fsrq,29.857,140.691,7.087,0.188,0.100,3.840,0.118,-0.442,0.003
4FGL J0748.0-1638,bcu-fsrq,4.462,234.203,14.111,0.074,0.120,6.680,0.330,0.212,0.002
4FGL J0748.3+8511,bcu-bll,28.209,128.217,16.014,0.041,14.192,0.139,0.407,-0.185,0.004
4FGL J0748.3+4928,bll-bll,29.254,169.147,9.032,0.088,0.153,0.141,0.159,-0.167,0.004
4FGL J0748.6+2400,fsrq-fsrq,22.733,196.602,25.255,0.038,0.100,3.341,0.081,-0.224,0.007
4FGL J0748.8-1501,unid-bll,5.441,232.889,4.220,0.189,0.282,0.046,0.181,0.108,0.006
4FGL J0749.0-3904,bcu-bll,-6.631,253.730,7.451,0.081,0.833,0.057,0.130,0.671,0.005
4FGL J0749.0-2956,bcu-bll,-2.045,245.819,5.835,0.059,20.431,0.122,1.095,0.753,0.006
4FGL J0749.2+2314,bll-bll,22.589,197.451,8.279,0.051,1000.000,0.094,-0.062,-0.224,0.005
4FGL J0749.3+4453,bcu-bll,28.657,174.345,16.896,0.040,0.703,0.376,0.302,-0.315,0.001
4FGL J0749.4+1058,bll-bll,17.806,209.481,10.467,0.086,2.563,0.066,0.176,-0.416,0.001
4FGL J0749.6+1324,bcu-pulsar,18.866,207.178,13.091,0.083,1.033,0.320,0.749,-0.372,0.987
4FGL J0749.7+7450,bll-bll,29.911,139.902,11.337,0.051,0.100,0.103,-0.046,-0.397,0.005
4FGL J0749.8-4420,unid-pulsar,-9.101,258.437,7.682,0.094,1.483,0.151,1.583,0.259,0.954
4FGL J0749.9+3112,bcu-bll,25.363,189.264,4.104,0.158,0.190,0.022,0.198,-0.297,0.005
4FGL J0749.9+1823,fsrq-fsrq,20.921,202.354,5.359,0.070,0.223,0.192,0.237,-0.232,0.003
4FGL J0750.0+8238,bcu-bll,28.755,131.061,5.785,0.109,0.100,0.782,-0.100,-0.307,0.006
4FGL J0750.5-7519,unid-bll,-22.555,287.551,4.328,0.113,2.233,0.032,0.707,0.326,0.003
4FGL J0750.8+1229,fsrq-fsrq,18.736,208.177,32.138,0.039,0.100,7.556,0.211,-0.383,0.006
4FGL J0751.0+7908,bcu-bll,29.404,134.996,26.509,0.043,1.382,0.500,0.448,-0.390,0.002
4FGL J0751.0-5131,bcu-fsrq,-12.389,264.943,26.590,0.074,0.329,5.532,0.310,0.340,0.005
4FGL J0751.2+1808,msp,21.104,202.722,39.709,0.024,2.056,10.033,1.289,-0.228,0.993
4FGL J0751.2-0029,unid-bll,13.046,220.318,4.220,0.064,7.832,0.022,1.998,-0.127,0.007
4FGL J0751.4-0421,bcu-bll,11.249,223.827,10.390,0.056,3.437,0.072,0.293,-0.094,0.003
4FGL J0751.4+2655,bcu-bll,24.328,193.858,5.718,0.091,4.306,0.020,0.759,-0.376,0.003
4FGL J0751.6-5029,unid-pulsar,-11.816,264.045,4.204,0.163,0.653,0.300,1.597,0.240,0.659
4FGL J0751.9+3314,fsrq-fsrq,26.368,187.250,43.287,0.023,0.144,15.092,0.245,-0.314,0.007
4FGL J0752.0-2931,unid-pulsar,-1.277,245.783,11.498,0.119,0.968,2.521,1.578,0.656,0.995
4FGL J0752.3-1631,bcu-bll,5.417,234.632,21.515,0.035,4.670,0.597,0.308,0.117,0.003
4FGL J0753.0+5353,bll-bll,30.505,164.193,44.907,0.022,0.733,2.100,0.120,-0.327,0.004
4FGL J0753.1-2624,unid-pulsar,0.535,243.225,5.208,0.231,0.665,1.046,1.952,0.749,0.875
4FGL J0753.2+4319,unid-bll,29.043,176.249,4.549,0.055,48.607,0.009,0.225,-0.291,0.005
4FGL J0753.4+4650,unid-bll,29.691,172.280,4.847,0.068,0.100,0.106,-0.100,-0.157,0.005
4FGL J0753.7-4545,unid-bll,-9.206,260.015,5.227,0.050,0.100,0.079,-0.048,0.228,0.005
4FGL J0753.8-4700,unid-fsrq,-9.811,261.128,4.808,0.136,0.141,0.300,0.316,0.331,0.006
4FGL J0753.9+0923,bcu-fsrq,18.119,211.485,7.506,0.083,0.741,0.114,0.619,-0.467,0.002
4FGL J0754.0+0451,bcu-bll,16.141,215.755,15.888,0.061,7.586,0.103,0.225,-0.411,0.002
4FGL J0754.4-1148,bll-bll,8.233,230.774,41.875,0.019,0.862,6.591,0.173,0.183,0.007
4FGL J0754.5+3911,bll-bll,28.411,180.913,4.589,0.086,7.604,0.010,0.401,-0.303,0.004
4FGL J0754.7+4823,bll-bll,30.145,170.555,52.797,0.019,1.404,4.003,0.198,-0.309,0.002
4FGL J0754.9-3953,unid-pulsar,-6.062,255.023,13.054,0.053,2.504,0.979,1.980,0.558,0.988
4FGL J0755.6+1855,unid-bll,22.374,202.378,6.062,0.083,5.030,0.016,0.270,-0.301,0.005
4FGL J0755.9-0515,unid-fsrq,11.785,225.181,7.664,0.125,0.100,4.014,0.267,-0.155,0.004
4FGL J0756.3-6431,bll-bll,-17.737,277.229,11.130,0.036,0.571,0.045,0.047,0.110,0.004
4FGL J0756.6-7723,bcu-bll,-22.980,289.776,5.263,0.059,5.488,0.019,1.997,0.053,0.012
4FGL J0757.1-3729,bll-bll,-4.468,253.172,8.215,0.055,14.139,0.131,0.505,0.876,0.004
4FGL J0757.1+0956,bll-bll,19.067,211.309,45.088,0.022,0.229,5.157,0.067,-0.443,0.002
4FGL J0757.9+7304,unid-bll,30.686,141.852,9.339,0.100,6.920,0.011,0.246,-0.467,0.007
4FGL J0757.9-1514,unid-fsrq,7.230,234.193,5.163,0.175,0.288,1.456,0.926,0.037,0.086
4FGL J0758.1+1134,fsrq-bll,19.978,209.867,10.012,0.093,0.100,0.447,-0.000,-0.480,0.006
4FGL J0758.7+3746,rdg-bll,28.882,182.701,6.839,0.067,0.851,0.017,0.183,-0.287,0.004
4FGL J0758.8-1450,unid-pulsar,7.613,233.956,25.634,0.037,1.724,3.036,1.119,0.006,1.000
4FGL J0758.9+2703,bll-bll,25.939,194.311,18.425,0.041,1.044,0.237,0.154,-0.361,0.002
4FGL J0759.6+1321,bll-bll,21.047,208.281,14.186,0.031,17.530,0.141,0.237,-0.405,0.005
4FGL J0800.3+5611,bcu-bll,31.701,161.593,8.206,0.067,5.347,0.022,0.464,-0.321,0.004
4FGL J0800.4-2257,bcu-pulsar,3.738,241.139,9.911,0.152,0.788,0.758,0.985,0.341,0.604
4FGL J0800.5+3715,unid-bll,29.111,183.374,6.714,0.098,1.456,0.052,1.176,-0.261,0.050
4FGL J0800.7-1059,unid-fsrq,9.990,230.854,9.725,0.076,0.520,0.191,0.415,0.018,0.078
4FGL J0800.9+0733,unid-bll,18.861,214.020,9.106,0.053,7.048,0.069,1.064,-0.409,0.013
4FGL J0800.9-0825,unid-bll,11.307,228.606,4.338,0.049,6.743,0.007,0.467,-0.105,0.005
4FGL J0800.9+4401,bll-bll,30.537,175.756,15.123,0.047,1.297,0.128,0.268,-0.323,0.001
4FGL J0801.0-0618,unid-bll,12.390,226.767,8.358,0.058,0.100,0.408,0.015,-0.116,0.006
4FGL J0801.1+1335,bll-bll,21.474,208.225,4.354,0.084,1.824,0.009,0.232,-0.404,0.004
4FGL J0801.1+6444,bll-bll,31.747,151.532,17.367,0.058,11.673,0.069,0.113,-0.244,0.009
4FGL J0801.3+6631,bcu-fsrq,31.646,149.432,10.276,0.148,0.100,0.439,0.185,-0.279,0.007
4FGL J0802.0+1006,bll-bll,20.223,211.701,13.655,0.047,3.476,0.075,0.130,-0.495,0.002
4FGL J0802.1-5612,psr,-13.210,269.949,26.487,0.052,1.162,4.031,1.433,0.261,0.994
4FGL J0802.3-0942,bcu-bll,10.953,229.925,20.701,0.031,13.894,0.346,0.059,-0.118,0.007
4FGL J0803.0+2439,bll-bll,26.022,197.177,5.205,0.068,1000.000,0.055,-0.078,-0.370,0.006
4FGL J0803.2-2522,unid-bll,3.008,243.543,5.827,0.128,0.100,0.250,-0.059,0.268,0.007
4FGL J0803.2-0337,fsrq-bll,14.192,224.628,30.648,0.023,2.732,0.977,0.054,-0.330,0.001
4FGL J0803.5+2046,bcu-fsrq,24.786,201.263,5.489,0.180,0.612,0.130,1.353,-0.353,0.002
4FGL J0804.0-3629,bll-bll,-2.766,253.033,26.134,0.025,8.376,3.724,0.466,0.875,0.023
4FGL J0804.5+0414,bcu-fsrq,18.180,217.568,11.696,0.109,0.221,0.422,0.255,-0.395,0.003
4FGL J0804.9-0624,bcu-bll,13.174,227.331,14.648,0.031,10.744,0.263,0.282,-0.134,0.004
4FGL J0805.0+6746,bcu-bll,31.893,147.948,6.027,0.081,4.128,0.013,1.028,-0.256,0.004
4FGL J0805.1+7744,bcu-fsrq,30.352,136.428,8.869,0.092,0.100,2.495,-0.100,-0.313,0.007
4FGL J0805.2-0110,fsrq-fsrq,15.787,222.657,19.368,0.045,0.183,1.965,0.299,-0.400,0.002
4FGL J0805.3-7425,unid-bll,-21.319,287.073,6.547,0.124,0.288,0.018,0.084,0.150,0.004
4FGL J0805.4+6147,fsrq-fsrq,32.363,154.982,11.910,0.071,0.100,6.316,0.346,-0.260,0.005
4FGL J0805.4+7534,bll-bll,30.795,138.893,62.331,0.016,30.971,4.234,0.079,-0.385,0.013
4FGL J0805.8-2331,bcu-bll,4.489,242.288,6.704,0.085,1.038,0.042,0.081,0.285,0.003
4FGL J0805.9+3834,bll-bll,30.435,182.166,10.710,0.050,0.241,0.047,0.046,-0.311,0.004
4FGL J0806.1-0458,bcu-bll,14.146,226.211,4.698,0.102,3.861,0.020,1.589,-0.299,0.004
4FGL J0806.5+4503,fsrq-fsrq,31.671,174.729,8.231,0.122,0.100,0.281,0.197,-0.327,0.006
4FGL J0806.5+5930,bll-bll,32.573,157.678,15.479,0.041,1000.000,0.281,-0.061,-0.281,0.006
4FGL J0806.8+5659,unid-bll,32.619,160.674,4.799,0.128,0.100,0.114,-0.100,-0.311,0.005
4FGL J0806.9-2151,bcu-bll,5.601,240.996,5.825,0.072,1.282,0.037,0.225,0.117,0.004
4FGL J0807.0-6102,bcu-bll,-15.035,274.616,8.525,0.071,1.639,0.103,0.563,0.164,0.031
4FGL J0807.1-0541,bll-bll,14.005,226.965,35.128,0.022,0.635,4.247,0.209,-0.287,0.001
4FGL J0807.2+3312,unid-bll,29.442,188.253,5.168,0.101,1.946,0.014,0.447,-0.313,0.006
4FGL J0807.2-7630,bcu-bll,-22.083,289.157,9.925,0.063,1.602,0.061,0.209,0.025,0.001
4FGL J0807.3-1954,bcu-bll,6.707,239.396,5.541,0.123,0.100,0.053,0.001,0.040,0.005
4FGL J0807.7-1206,bcu-fsrq,10.880,232.712,7.009,0.155,0.100,0.790,0.252,-0.106,0.004
4FGL J0808.2-0751,fsrq-fsrq,13.162,229.044,127.961,0.012,0.299,166.370,0.173,0.104,0.005
4FGL J0808.5+4950,fsrq-fsrq,32.541,169.173,13.106,0.117,0.100,2.465,0.447,-0.242,0.001
4FGL J0809.3+4053,fsrq-fsrq,31.518,179.653,11.314,0.115,0.100,0.555,0.239,-0.231,0.005
4FGL J0809.3+3121,bll-bll,29.394,190.450,5.417,0.127,1.194,0.012,0.398,-0.359,0.005
4FGL J0809.5-4714,bin-bll,-7.640,262.723,8.297,0.089,0.283,0.466,0.246,0.528,0.023
4FGL J0809.5+5341,fsrq-fsrq,32.924,164.611,46.283,0.035,0.511,4.335,0.249,-0.324,0.006
4FGL J0809.6+3455,bll-bll,30.356,186.482,12.658,0.038,1000.000,0.146,0.015,-0.325,0.007
4FGL J0809.8+0507,unid-fsrq,19.758,217.362,6.745,0.391,0.250,1.061,1.607,-0.392,0.028
4FGL J0809.8+5218,bll-bll,32.914,166.248,105.441,0.010,50.918,38.005,0.046,-0.292,0.016
4FGL J0809.9-7028,bcu-bll,-19.258,283.444,4.901,0.068,1000.000,0.098,-0.054,0.162,0.007
4FGL J0810.0-0505,unid-bll,14.925,226.813,5.015,0.106,2.585,0.011,0.085,-0.278,0.005
4FGL J0810.5+6139,bcu-bll,32.979,155.108,4.282,0.094,11.967,0.004,0.122,-0.207,0.007
4FGL J0810.9-4926,bcu-bll,-8.610,264.722,4.842,0.399,0.100,0.232,0.137,0.353,0.007
4FGL J0811.0-7529,bll-bll,-21.446,288.278,68.883,0.014,6.070,10.903,0.144,0.071,0.013
4FGL J0811.0-5636,unid-pulsar,-12.352,270.944,4.622,0.105,2.410,0.056,1.961,0.433,0.596
4FGL J0811.4+0146,bll-bll,18.566,220.711,72.843,0.015,1.095,29.579,0.175,-0.349,0.007
4FGL J0811.9+7847,bcu-fsrq,30.455,135.162,5.939,0.140,0.100,2.100,-0.100,-0.331,0.003
4FGL J0812.0+0237,bll-bll,19.097,219.989,20.400,0.032,1000.000,3.941,-0.060,-0.423,0.015
4FGL J0812.3+1143,bll-fsrq,23.212,211.283,4.282,0.169,0.232,0.058,0.346,-0.468,0.005
4FGL J0812.5+0711,bcu-bll,21.298,215.724,5.917,0.130,0.100,0.553,0.005,-0.444,0.006
4FGL J0812.6+2821,bcu-bll,29.226,193.973,8.092,0.042,0.100,0.028,-0.010,-0.445,0.005
4FGL J0812.8+6507,bll-bll,32.950,150.963,12.379,0.050,0.100,0.351,-0.100,-0.335,0.006
4FGL J0812.9+5555,bll-bll,33.462,161.957,11.851,0.044,0.100,0.167,-0.019,-0.312,0.005
4FGL J0813.1-5049,unid-pulsar,-9.048,266.102,4.643,0.135,0.529,0.330,0.627,0.537,0.550
4FGL J0813.4+2531,fsrq-fsrq,28.537,197.110,4.704,0.444,0.100,3.323,0.364,-0.356,0.002
4FGL J0813.7-0356,bcu-bll,16.293,226.252,9.877,0.066,14.055,0.085,0.380,-0.200,0.003
4FGL J0813.9+0124,unid-bll,18.937,221.364,4.520,0.148,0.100,0.631,0.119,-0.397,0.006
4FGL J0814.2-1013,bll-bll,13.214,231.899,32.128,0.021,1.605,1.744,0.110,0.068,0.001
4FGL J0814.4+6926,bcu-bll,32.525,145.861,5.170,0.052,16.402,0.005,0.390,-0.311,0.006
4FGL J0814.4+2941,bll-bll,29.984,192.639,9.457,0.054,8.168,0.029,0.174,-0.408,0.004
4FGL J0814.5-2642,bcu-bll,4.417,246.024,4.939,0.145,0.952,0.058,0.452,0.309,0.005
4FGL J0814.6+6430,bll-fsrq,33.206,151.675,54.698,0.018,0.100,9.601,0.077,-0.248,0.006
4FGL J0815.5+6554,unid-bll,33.134,150.008,4.660,0.060,1000.000,0.005,0.012,-0.320,0.010
4FGL J0815.6+3641,fsrq-bll,31.922,184.776,5.251,0.114,0.238,0.037,0.153,-0.283,0.006
4FGL J0815.9+2951,bcu-bll,30.339,192.543,5.815,0.102,1.936,0.023,0.322,-0.400,0.003
4FGL J0816.0-2342,unid-fsrq,6.359,243.704,5.869,0.264,0.187,0.715,0.599,0.062,0.108
4FGL J0816.1+4909,bll-bll,33.719,170.082,10.722,0.073,3.186,0.032,0.113,-0.243,0.003
4FGL J0816.3+5739,bll-bll,33.899,159.851,44.934,0.018,1.878,1.863,0.135,-0.291,0.001
4FGL J0816.4-1311,bll-bll,12.121,234.796,44.322,0.016,18.740,6.025,0.117,-0.079,0.010
4FGL J0816.4-0007,bcu-bll,18.770,223.107,4.200,0.080,3.598,0.028,1.926,-0.204,0.042
4FGL J0816.7-2420,bcu-fsrq,6.143,244.329,15.098,0.063,0.146,3.498,0.269,0.114,0.003
4FGL J0816.9+2050,bll-bll,27.734,202.420,14.361,0.035,5.772,0.141,0.313,-0.334,0.003
4FGL J0817.1+1955,bcu-bll,27.448,203.410,5.596,0.077,189.683,0.032,0.086,-0.368,0.007
4FGL J0817.7-5258,unid-fsrq,-9.614,268.332,6.160,0.241,0.300,1.315,1.115,0.362,0.021
4FGL J0817.8+3243,bll-bll,31.482,189.447,10.345,0.044,2.546,0.040,0.185,-0.390,0.002
4FGL J0817.8-0934,bll-bll,14.323,231.823,39.747,0.025,1.799,3.781,0.258,-0.023,0.019
4FGL J0818.2+4222,bll-bll,33.395,178.224,123.624,0.012,0.834,80.263,0.153,-0.205,0.007
4FGL J0818.4+2816,bll-bll,30.425,194.490,10.848,0.071,2.000,0.053,0.186,-0.503,0.002
4FGL J0818.7+3153,bll-bll,31.463,190.454,5.505,0.072,1.513,0.011,0.188,-0.367,0.006
4FGL J0819.0+2746,bll-bll,30.415,195.088,11.488,0.067,2.052,0.082,0.394,-0.436,0.005
4FGL J0819.4-0756,bll-bll,15.490,230.580,10.357,0.050,37.349,0.101,0.168,-0.166,0.013
4FGL J0819.4+4035,bll-bll,33.354,180.377,6.719,0.113,4.767,0.017,0.308,-0.260,0.004
4FGL J0819.5-3439,unid-pulsar,0.874,253.236,7.061,0.208,0.356,1.529,0.874,0.776,0.913
4FGL J0820.1-2801,bcu-bll,4.723,247.827,5.839,0.078,58.844,0.067,0.289,0.413,0.006
4FGL J0820.3+3639,bll-bll,32.845,185.036,16.017,0.036,0.305,0.204,0.102,-0.305,0.002
4FGL J0820.6-0318,bcu-bll,18.104,226.562,4.879,0.070,725.831,0.009,0.013,-0.141,0.006
4FGL J0820.7-5758,bcu-fsrq,-11.969,272.841,4.905,0.187,0.372,0.223,0.722,0.347,0.001
4FGL J0820.9+2353,bll-bll,29.624,199.510,11.182,0.037,0.100,0.125,-0.020,-0.432,0.005
4FGL J0820.9-1258,bll-bll,13.173,235.204,9.541,0.062,0.100,0.313,0.074,-0.206,0.007
4FGL J0821.0-0651,unid-bll,16.401,229.822,6.694,0.066,1.610,0.022,0.497,-0.086,0.003
4FGL J0821.1+1007,bcu-bll,24.495,213.866,6.553,0.086,0.100,0.269,-0.034,-0.474,0.006
4FGL J0821.5-1436,unid-pulsar,12.421,236.699,6.309,0.132,0.959,0.143,1.880,-0.190,0.932
4FGL J0822.1-4253,snr-pulsar,-3.374,260.309,70.016,0.000,3.001,192.024,0.191,0.905,0.660
4FGL J0822.8-4207,unid-fsrq,-2.836,259.757,6.765,0.089,0.100,1.677,-0.063,1.162,0.004
4FGL J0822.9+0538,bcu-bll,22.898,218.468,4.682,0.076,26.515,0.010,0.300,-0.445,0.005
4FGL J0823.1-6330,bll-bll,-14.675,277.797,8.134,0.058,39.518,0.039,0.147,0.209,0.006
4FGL J0823.1+4042,fsrq-fsrq,34.080,180.374,9.742,0.051,0.100,1.678,-0.061,-0.298,0.007
4FGL J0823.3+2224,bll-bll,29.677,201.334,12.002,0.052,0.201,0.286,0.192,-0.311,0.004
4FGL J0823.7-4838,bcu-fsrq,-6.410,265.221,7.465,0.081,0.100,30.446,0.229,0.623,0.303
4FGL J0824.1-6004,unid-bll,-12.734,274.897,6.233,0.068,6.017,0.046,1.928,0.213,0.005
4FGL J0824.4+2440,fsrq-fsrq,30.635,198.948,18.904,0.060,0.100,5.382,0.040,-0.425,0.007
4FGL J0824.7+5552,fsrq-fsrq,35.118,161.954,25.516,0.038,0.100,12.188,0.056,-0.219,0.006
4FGL J0824.9+3915,fsrq-fsrq,34.193,182.167,24.357,0.041,0.160,2.061,0.212,-0.358,0.002
4FGL J0825.6-5216,unid-fsrq,-8.218,268.410,6.251,0.395,0.259,2.145,0.833,0.587,0.238
4FGL J0825.8+0309,bll-bll,22.390,221.209,23.845,0.036,0.111,0.861,0.055,-0.330,0.003
4FGL J0825.9-3218,bcu-fsrq,3.307,252.066,16.997,0.071,0.223,7.678,0.480,0.416,0.001
4FGL J0825.9-2230,bll-bll,8.926,243.985,102.101,0.012,2.465,50.487,0.115,-0.035,0.006
