4FGL-v30,source_type,glat,glon,variability,significance,class1,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J0432.0+1732,unID-fsrq,-20.336,179.492,14.880,7.511,bcu,unID,{5},0.127,,0.942,0.278,0.604,,0.479,0.315,0.310
4FGL J0433.0+0522,rdg-fsrq,-27.417,190.337,308.796,24.596,RDG,rdg,{},0.072,,0.100,48.683,0.425,,0.046,0.101,0.000
4FGL J0433.0+1327,unID-pulsar,-22.663,183.109,16.113,5.503,,unID,{12},0.082,,2.812,0.141,2.000,,,,0.440
4FGL J0433.1+3227,bll-bll,-10.448,167.882,18.833,11.842,bll,bll,{},0.031,bll,34.251,0.165,0.080,,89.556,0.142,0.000
4FGL J0433.5-1039,unID-bll,-35.398,206.669,10.739,4.873,bcu,unID,{},0.115,,0.590,0.022,0.255,,0.973,0.361,0.040
4FGL J0433.6-6030,fsrq-fsrq,-40.150,270.858,220.736,40.722,fsrq,fsrq,{},0.030,fsrq,0.175,6.875,0.251,,0.073,0.056,0.000
4FGL J0433.6+2905,bll-bll,-12.601,170.522,202.413,45.275,bll,bll,{},0.014,bll,1.420,12.924,0.129,,0.554,0.038,0.000
4FGL J0433.7-5725,bll-bll,-40.926,266.931,17.053,20.686,bll,bll,{},0.032,bll,3.961,0.229,0.462,,0.801,0.144,0.010
4FGL J0434.1-2014,bll-bll,-38.954,217.851,47.118,12.556,bll,bll,{},0.068,bll,0.766,0.163,0.321,,0.381,0.158,0.000
4FGL J0434.3-2517,unID-fsrq,-40.382,224.136,20.557,5.261,bcu,unID,{},0.128,,0.329,0.053,0.361,,0.469,0.312,0.000
4FGL J0434.4-2342,bll-bll,-39.946,222.155,15.330,9.310,bll,bll,{},0.068,bll,0.100,0.221,0.145,,0.257,0.157,0.000
4FGL J0434.7+0922,bll-bll,-24.764,186.956,37.408,18.941,bll,bll,{},0.030,bll,6.491,0.544,0.123,,3.890,0.082,0.000
4FGL J0435.4-2623,bll-bll,-40.429,225.621,10.593,4.998,bll,bll,{},0.079,bll,0.113,0.009,0.030,,2.285,0.170,0.000
4FGL J0435.5+3232,unID-pulsar,-10.021,168.149,11.991,9.759,,unID,{},0.047,,2.313,0.270,0.702,,0.737,0.331,0.660
4FGL J0436.2-0038,unID-bll,-30.022,196.587,14.804,6.291,bcu,unID,{},0.082,,1.924,0.036,0.786,,0.640,0.520,0.050
4FGL J0436.7-7148,unID-bll,-35.967,284.202,8.725,9.148,bcu,unID,{},0.125,,0.177,0.105,0.126,,0.595,0.160,0.000
4FGL J0436.8-5223,unID-fsrq,-41.460,260.250,103.315,12.167,bcu,unID,{},0.107,,0.100,2.051,0.055,,,0.109,0.000
4FGL J0436.9+2915,unID-pulsar,-11.946,170.889,4.352,13.454,,unID,{3},0.046,,0.870,1.001,0.374,,0.523,0.188,0.620
4FGL J0437.2-4715,msp,-41.965,253.397,11.102,70.961,MSP,msp,{},0.026,pulsar,0.625,30.250,0.995,,0.029,0.078,0.990
4FGL J0437.2-5846,unID-bll,-40.155,268.510,9.447,4.469,bcu,unID,"{2,9}",0.219,,0.100,0.227,0.062,,,0.202,0.000
4FGL J0437.4-6155,bll-bll,-39.310,272.463,7.115,10.663,bll,bll,{},0.073,bll,0.725,0.046,0.168,,1.072,0.162,0.020
4FGL J0438.0-7329,unID-bll,-35.184,286.039,11.855,13.236,,unID,{},0.038,,52.478,0.086,0.048,,238.355,0.107,0.000
4FGL J0438.2-4243,unID-bll,-41.943,247.296,9.602,7.095,,unID,{},0.084,,0.100,0.383,-0.014,,,0.150,0.000
4FGL J0438.4-1254,fsrq-fsrq,-35.274,209.777,35.862,7.262,fsrq,fsrq,{},0.069,fsrq,0.100,0.245,0.154,,0.220,0.152,0.000
4FGL J0438.7-3441,unID-bll,-41.300,236.574,14.522,4.902,bcu,unID,{},0.060,,14.391,0.006,0.217,,21.747,0.260,0.000
4FGL J0438.9-4521,bll-bll,-41.766,250.834,42.511,30.029,bll,bll,{},0.035,bll,0.100,3.279,0.159,,0.113,0.069,0.000
4FGL J0439.2+2151,unID-bll,-16.294,177.090,20.278,6.251,bcu,unID,{},0.090,,1.163,0.251,1.304,,0.347,0.670,0.390
4FGL J0439.4-3202,unID-bll,-40.749,233.138,19.682,12.830,bcu,unID,{},0.046,,22.305,0.066,0.059,,64.216,0.103,0.000
4FGL J0439.6-8322,unID-bll,-30.585,296.467,8.248,5.565,,unID,"{2,9}",0.296,,0.100,0.142,0.116,,0.287,0.216,0.000
4FGL J0439.8-1859,bll-bll,-37.268,216.934,17.170,18.161,bll,bll,{},0.029,bll,7.579,0.223,0.192,,3.789,0.100,0.000
4FGL J0439.9-0535,unID-bll,-31.679,202.115,14.066,4.742,,unID,{},0.076,,6.348,0.013,0.413,,5.185,0.651,0.000
4FGL J0440.2-2458,bll-bll,-39.008,224.198,7.740,12.316,bll,bll,{},0.033,bll,54.839,0.152,0.207,,77.261,0.160,0.000
4FGL J0440.2+4246,unID-bll,-2.534,161.084,14.983,4.836,bcu,unID,{},0.066,,4.597,0.075,1.925,,1.048,0.610,0.020
4FGL J0440.3-4332,fsrq-fsrq,-41.557,248.401,1275.958,40.167,fsrq,fsrq,{},0.030,fsrq,0.196,22.048,0.490,,0.047,0.079,0.000
4FGL J0440.4+1440,unID-pulsar,-20.493,183.228,13.849,9.926,bcu,unID,{},0.054,,0.870,0.664,0.462,,0.482,0.210,0.500
4FGL J0440.8+2749,bll-bll,-12.216,172.566,9.917,20.506,bll,bll,{3},0.031,bll,4.995,0.883,0.241,,1.722,0.110,0.000
4FGL J0441.2-2953,bll-bll,-39.961,230.470,15.641,4.723,bll,bll,{},0.101,bll,0.100,0.117,-0.011,,,0.230,0.000
4FGL J0441.5+1505,bll-bll,-20.036,183.050,9.169,8.773,bll,bll,{},0.059,bll,1.355,0.098,0.045,,9.320,0.152,0.000
4FGL J0441.8+2600,unID-pulsar,-13.202,174.148,4.650,6.104,,unID,"{4,6}",0.113,,0.663,1.815,1.831,,0.146,0.636,0.890
4FGL J0442.0-5432,unID-bll,-40.367,262.902,12.670,8.268,,unID,{},0.075,,0.100,0.441,0.033,,,0.127,0.000
4FGL J0442.6-0017,fsrq-fsrq,-28.462,197.200,1111.842,77.338,fsrq,fsrq,{},0.017,fsrq,0.100,186.807,0.150,,0.022,0.026,0.000
4FGL J0442.7+6142,bll-bll,10.185,146.986,5.742,13.488,bll,bll,{},0.029,bll,1000.000,0.166,-0.016,,,0.068,0.000
4FGL J0442.8+3609,unID-fsrq,-6.504,166.401,13.987,7.818,,unID,{},0.084,,0.306,1.948,0.671,,0.142,0.262,0.160
4FGL J0443.3-5949,unID-bll,-39.157,269.600,10.168,4.622,,unID,{5},0.156,,3.596,0.009,0.666,,2.148,0.652,0.010
4FGL J0443.3-6652,fsrq-fsrq,-37.205,278.208,58.519,14.216,fsrq,fsrq,{},0.055,fsrq,0.265,0.350,0.248,,0.278,0.137,0.000
4FGL J0443.4-4152,bll-bll,-40.963,246.200,9.450,9.733,bll,bll,{},0.065,bll,15.228,0.031,0.189,,15.811,0.172,0.000
4FGL J0443.9+2921,unID-fsrq,-10.720,171.803,11.457,4.703,,unID,{},0.222,,0.396,0.568,0.779,,0.256,0.536,0.310
4FGL J0444.4+1621,unID-fsrq,-18.718,182.413,18.469,4.957,,unID,{},0.212,,0.348,0.365,0.419,,0.368,0.274,0.160
4FGL J0444.5+0719,unID-fsrq,-23.953,190.335,17.440,7.361,bcu,unID,{2},0.207,,0.100,1.455,0.099,,0.025,0.170,0.000
4FGL J0444.6+3425,unID-bll,-7.357,167.979,27.498,11.483,bcu,unID,{},0.033,,1.526,0.401,0.194,,1.353,0.126,0.000
4FGL J0445.1-6012,fsrq-fsrq,-38.846,270.014,26.274,9.800,fsrq,fsrq,{},0.049,fsrq,4.360,0.035,0.385,,1.906,0.240,0.000
4FGL J0445.7+1535,unID-fsrq,-18.923,183.259,17.616,4.013,,unID,{13},0.196,,0.289,0.625,0.766,,0.193,0.484,0.060
4FGL J0446.3-1729,unID-bll,-35.278,215.864,10.896,4.449,bcu,unID,{},0.101,,1000.000,0.037,-0.037,,,0.154,0.000
4FGL J0447.2+2446,unID-pulsar,-13.053,175.915,8.248,8.437,,unID,{},0.106,,1.441,0.977,1.794,,0.265,0.693,1.000
4FGL J0447.2-2539,unID-bll,-37.674,225.578,5.743,8.956,bcu,unID,{},0.068,,39.939,0.029,0.077,,146.547,0.155,0.000
4FGL J0447.4-2747,unID-fsrq,-38.172,228.228,28.691,5.445,bcu,unID,{12},0.132,,1.696,0.029,1.990,,,,0.240
4FGL J0448.3+2743,unID-fsrq,-11.007,173.718,12.641,4.355,,unID,{},0.160,,0.389,0.469,0.791,,0.237,0.473,0.210
4FGL J0448.6-1632,bll-bll,-34.439,215.036,21.114,28.067,bll,bll,{},0.023,bll,9.985,0.865,0.116,,6.133,0.057,0.000
4FGL J0448.7-2116,unID-fsrq,-36.047,220.488,47.383,8.465,,unID,{},0.101,,0.107,0.531,0.285,,0.167,0.202,0.000
4FGL J0449.1+1121,fsrq-fsrq,-20.737,187.428,247.023,44.058,fsrq,fsrq,{},0.028,fsrq,0.132,85.648,0.285,,0.039,0.045,0.000
4FGL J0449.2+6329,fsrq-fsrq,11.901,146.062,443.668,26.594,fsrq,fsrq,{2},0.040,fsrq,0.378,3.581,0.187,,0.208,0.056,0.000
4FGL J0449.3-2621,unID-pulsar,-37.407,226.587,13.644,4.521,,unID,{},0.204,,0.877,0.047,1.947,,0.210,0.514,0.430
4FGL J0449.4-4350,bll-bll,-39.915,248.804,562.999,166.501,bll,bll,{},0.009,bll,12.826,517.843,0.113,,1.969,0.011,0.010
4FGL J0449.6-8100,fsrq-fsrq,-31.390,293.856,17.046,5.165,fsrq,fsrq,{},0.038,fsrq,0.100,0.136,-0.100,,,0.118,0.000
4FGL J0449.6+3027,unID-fsrq,-9.059,171.739,16.878,5.456,bcu,unID,{1},0.258,,0.203,1.260,0.501,,0.167,0.289,0.130
4FGL J0450.3-4419,unID-fsrq,-39.766,249.439,51.923,8.815,bcu,unID,"{3,5}",0.091,,0.100,19.248,0.198,,0.020,0.116,0.060
4FGL J0450.4+7230,unID-bll,17.471,138.724,25.621,8.799,bcu,unID,{},0.061,,0.126,0.036,0.044,,1.374,0.135,0.000
4FGL J0450.7+0715,unID-bll,-22.714,191.315,11.915,4.333,,unID,{},0.061,,1000.000,0.088,-0.082,,,0.179,0.000
4FGL J0450.7-4938,unID-bll,-39.578,256.361,7.170,6.097,bcu,unID,{},0.119,,0.100,0.029,0.029,,0.031,0.168,0.000
4FGL J0451.8-4651,fsrq-fsrq,-39.503,252.735,208.598,16.344,fsrq,fsrq,{},0.049,fsrq,0.419,0.478,0.360,,0.241,0.147,0.000
4FGL J0451.8+5721,unID-bll,8.320,151.139,14.718,8.687,bcu,unID,{},0.045,,12.984,0.075,0.547,,5.298,0.331,0.000
4FGL J0452.0+2100,unID-bll,-14.486,179.680,9.725,4.336,bcu,unID,{},0.086,,193.053,0.043,0.113,,963.611,0.204,0.000
4FGL J0452.9+5117,spp-pulsar,4.630,155.992,9.271,6.794,spp,spp,{1},0.127,,0.496,1.615,1.144,,0.151,0.447,0.890
4FGL J0453.1-2806,fsrq-fsrq,-37.032,228.997,334.342,54.486,fsrq,fsrq,{},0.030,fsrq,0.100,98.521,0.232,,0.018,0.041,0.000
4FGL J0453.1+6322,bll-bll,12.169,146.433,18.506,11.010,bll,bll,{},0.029,bll,0.242,0.101,0.041,,1.888,0.097,0.000
4FGL J0453.3+2843,unID-fsrq,-9.521,173.617,51.105,9.149,,unID,{2},0.340,,0.331,1.046,0.347,,0.264,0.165,0.000
4FGL J0453.9+3727,unID-bll,-3.967,166.835,25.929,4.084,bcu,unID,{},0.091,,2.003,0.058,0.393,,1.895,0.343,0.010
4FGL J0454.4+5943,unID-fsrq,10.048,149.473,27.084,4.927,,unID,{4},0.180,,0.537,0.270,0.799,,0.260,0.461,0.030
4FGL J0455.7-4617,fsrq-fsrq,-38.825,251.995,186.211,33.009,fsrq,fsrq,{},0.029,fsrq,0.100,25.880,0.078,,0.004,0.047,0.000
4FGL J0455.9+6757,unID-bll,15.154,142.838,5.379,8.748,,unID,{},0.061,,6.532,0.038,0.326,,3.445,0.283,0.000
4FGL J0456.2+2702,unID-fsrq,-10.049,175.374,63.187,10.228,bcu,unID,{},0.047,,0.177,1.269,0.180,,0.401,0.160,0.000
4FGL J0456.3-1634,unID-bll,-32.737,215.895,13.497,9.335,bcu,unID,{},0.048,,4.627,0.059,0.634,,1.428,0.341,0.000
4FGL J0456.4-4043,unID-bll,-38.455,244.883,20.495,4.756,bcu,unID,{},0.073,,0.100,0.363,-0.100,,,0.113,0.000
4FGL J0456.6-3136,fsrq-fsrq,-37.088,233.484,65.512,23.344,fsrq,fsrq,{},0.058,fsrq,0.100,2.301,0.192,,0.096,0.085,0.000
4FGL J0457.0+0646,fsrq-fsrq,-21.671,192.668,85.867,9.828,fsrq,fsrq,{},0.059,fsrq,0.113,0.770,0.241,,0.191,0.175,0.000
4FGL J0457.0-2324,fsrq-fsrq,-34.899,223.710,4184.475,235.502,FSRQ,fsrq,{},0.009,fsrq,0.321,2057.812,0.168,,0.028,0.010,0.000
4FGL J0458.0+1152,unID-bll,-18.651,188.292,7.870,6.901,bcu,unID,{3},0.040,,1000.000,0.215,-0.060,,,0.123,0.000
4FGL J0458.2+6244,unID-bll,12.248,147.309,20.426,4.580,,unID,{},0.058,,4.677,0.010,0.297,,4.307,0.295,0.000
4FGL J0458.4+5140,spp-pulsar,5.539,156.223,9.514,5.674,spp,spp,"{4,6}",0.135,,0.659,0.837,1.552,,0.193,0.738,0.950
4FGL J0458.6+5509,unID-fsrq,7.709,153.467,25.064,4.381,bcu,unID,{5},0.087,,0.106,0.393,0.210,,0.268,0.216,0.000
4FGL J0459.2-2612,unID-bll,-35.240,227.157,22.258,4.054,bcu,unID,{},0.084,,0.100,0.338,-0.100,,,0.166,0.000
4FGL J0459.4+1921,unID-bll,-14.064,182.109,16.938,4.951,bcu,unID,{},0.045,,16.169,0.058,1.062,,6.645,0.674,0.000
4FGL J0459.7-4529,unID-fsrq,-38.129,251.003,49.341,7.918,bcu,unID,{},0.091,,0.152,0.081,0.168,,0.415,0.193,0.000
4FGL J0459.7-5413,unID-bll,-37.854,262.075,8.050,8.508,,unID,{3},0.061,,6.128,0.018,0.314,,3.627,0.274,0.000
4FGL J0500.1+5447,unID-fsrq,7.642,153.900,11.241,4.820,bcu,unID,{},0.143,,4.417,0.061,1.942,,1.059,0.503,0.020
4FGL J0500.2+5237,unID-bll,6.350,155.633,12.895,16.646,bcu,unID,{},0.023,,1000.000,1.120,0.007,,,0.065,0.000
4FGL J0500.3+4639,snr-pulsar,2.691,160.369,8.624,20.467,SNR,snr,{},0.000,,0.476,46.812,0.388,,0.118,0.084,0.940
4FGL J0500.6-4911,bll-bll,-37.979,255.687,38.223,15.954,bll,bll,{},0.038,bll,13.536,0.099,0.141,,12.240,0.099,0.000
4FGL J0500.9-5213,unID-bll,-37.820,259.530,8.882,4.103,,unID,{},0.084,,2.484,0.004,0.344,,2.344,0.393,0.000
4FGL J0501.0+2424,unID-bll,-10.770,178.171,5.792,8.189,bcu,unID,{},0.035,,13.557,0.092,0.559,,5.841,0.265,0.010
4FGL J0501.0-2423,unID-fsrq,-34.310,225.182,31.862,5.106,bcu,unID,{},0.158,,0.100,4.114,0.147,,0.007,0.216,0.000
4FGL J0501.2-0158,fsrq-fsrq,-25.290,201.438,1832.394,104.498,fsrq,fsrq,{},0.018,fsrq,0.124,287.094,0.186,,0.028,0.020,0.000
4FGL J0501.7+3048,unID-fsrq,-6.813,173.089,8.143,9.275,bcu,unID,{},0.043,,0.100,0.654,-0.078,,,0.076,0.000
4FGL J0501.7+4459,unID-bll,1.864,161.841,11.875,4.079,,unID,{},0.053,,1.225,0.039,0.166,,2.986,0.256,0.020
4FGL J0502.2+3016,unID-bll,-7.042,173.581,19.073,5.469,,unID,{},0.056,,11.568,0.055,0.732,,5.087,0.455,0.000
4FGL J0502.4+0609,fsrq-fsrq,-20.860,194.008,41.480,9.767,fsrq,fsrq,{},0.106,fsrq,0.100,5.651,0.067,,0.001,0.137,0.000
4FGL J0502.5+1340,bll-bll,-16.731,187.384,30.871,8.126,bll,bll,{},0.077,bll,0.554,0.128,0.110,,1.494,0.148,0.000
4FGL J0502.5+3438,unID-fsrq,-4.349,170.136,78.007,25.683,bcu,unID,{},0.036,,0.429,9.319,0.313,,0.158,0.076,0.020
4FGL J0502.9+6533,bll-bll,14.318,145.269,5.290,7.505,bll,bll,{},0.077,bll,1000.000,0.048,0.022,,202557.641,0.121,0.000
4FGL J0503.1-6045,fsrq-fsrq,-36.560,270.133,13.320,6.390,fsrq,fsrq,{5},0.149,fsrq,0.100,0.466,0.365,,0.179,0.289,0.000
4FGL J0503.5-1116,bll-bll,-29.015,211.048,15.689,9.749,bll,bll,{},0.062,bll,8.166,0.069,0.198,,5.916,0.159,0.000
4FGL J0503.6+4518,unID-bll,2.328,161.795,12.479,13.448,bcu,unID,{},0.038,,6.331,0.400,0.169,,3.902,0.122,0.000
4FGL J0503.8-7508,unID-fsrq,-32.957,287.122,8.021,4.018,,unID,{13},0.115,,0.667,0.011,0.259,,2.987,0.750,0.050
4FGL J0504.3-0955,unID-bll,-28.261,209.743,12.097,4.201,bcu,unID,{},0.062,,7.827,0.008,0.223,,9.521,0.282,0.000
4FGL J0505.3+0459,fsrq-fsrq,-20.860,195.473,3154.649,81.428,fsrq,fsrq,{},0.014,fsrq,0.187,266.936,0.218,,0.043,0.026,0.000
4FGL J0505.6+0415,bll-bll,-21.191,196.177,13.080,18.733,bll,bll,{},0.028,bll,21.760,0.486,0.080,,32.754,0.091,0.000
4FGL J0505.6-1558,bll-bll,-30.433,216.227,21.639,10.603,bll,bll,{},0.055,bll,0.100,0.063,0.019,,1.133,0.093,0.000
4FGL J0505.6+6405,unID-fsrq,13.710,146.684,219.465,14.037,bcu,unID,{},0.048,,0.507,0.545,0.388,,0.226,0.136,0.010
4FGL J0505.8-1923,unID-bll,-31.654,219.962,6.272,4.929,,unID,{},0.070,,3.472,0.009,0.448,,2.801,0.464,0.010
4FGL J0505.8+3322,unID-bll,-4.570,171.554,12.177,7.303,bcu,unID,{},0.074,,2.767,0.110,0.300,,1.809,0.211,0.000
4FGL J0505.8-0419,fsrq-fsrq,-25.399,204.327,65.312,13.054,fsrq,fsrq,{},0.047,fsrq,0.100,1.381,0.116,,0.156,0.088,0.000
4FGL J0505.8-3817,bll-bll,-36.369,242.107,27.223,12.253,bll,bll,{2},0.072,bll,9.696,0.060,0.157,,8.125,0.138,0.000
4FGL J0506.0+6113,bll-bll,12.096,149.109,27.404,20.024,bll,bll,{},0.025,bll,7.442,0.435,0.075,,6.593,0.062,0.000
4FGL J0506.0-0357,unID-bll,-25.177,204.010,9.604,6.759,bcu,unID,"{5,6}",0.107,,3.599,0.098,1.495,,0.778,0.701,0.140
4FGL J0506.1+5028,msp,5.768,157.917,10.357,11.049,msp,msp,{},0.058,pulsar,3.889,0.380,1.402,,0.604,0.465,0.760
4FGL J0506.3-0620,unID-fsrq,-26.213,206.385,13.578,6.191,,unID,{6},0.144,,0.177,0.209,0.249,,0.348,0.247,0.010
4FGL J0506.6-4629,unID-bll,-36.963,252.297,13.263,7.866,,unID,{},0.051,,13.501,0.027,0.543,,7.013,0.308,0.000
4FGL J0506.6+4545,unID-bll,3.006,161.755,8.152,6.360,,unID,{},0.078,,13.337,0.115,1.902,,3.002,0.539,0.020
4FGL J0506.7-0857,bll-bll,-27.311,209.056,24.786,11.388,bll,bll,{},0.054,bll,0.906,0.107,0.094,,1.521,0.106,0.000
4FGL J0506.9+0323,bll-bll,-21.363,197.162,9.076,10.933,bll,bll,{},0.034,bll,7.073,0.072,0.119,,7.498,0.135,0.000
4FGL J0506.9-5435,bll-bll,-36.770,262.424,23.313,28.883,bll,bll,{},0.017,bll,32.969,1.349,0.276,,14.853,0.084,0.000
4FGL J0507.4-3346,unID-bll,-35.297,236.682,18.220,13.882,bcu,unID,{},0.040,,51.899,0.112,0.093,,125.587,0.106,0.000
4FGL J0507.7-6104,fsrq-fsrq,-35.965,270.430,78.368,25.007,fsrq,fsrq,{},0.035,fsrq,0.100,5.894,0.136,,0.050,0.065,0.000
4FGL J0507.9+4647,unID-fsrq,3.808,161.052,20.354,10.144,bcu,unID,{},0.124,,0.366,2.757,0.684,,0.171,0.259,0.100
4FGL J0507.9+6737,bll-bll,15.893,143.798,68.073,63.825,bll,bll,{},0.011,bll,1000.000,160.847,0.061,,20985.658,0.025,0.000
4FGL J0508.2-1937,fsrq-fsrq,-31.199,220.446,10.675,7.568,fsrq,fsrq,{},0.089,fsrq,1.407,0.080,1.492,,0.348,0.815,0.200
4FGL J0508.2+5211,unID-bll,7.052,156.722,14.288,5.913,bcu,unID,{},0.090,,0.599,0.044,0.098,,1.834,0.146,0.000
4FGL J0509.1+1943,unID-fsrq,-11.996,183.161,13.557,5.289,bcu,unID,{1},0.267,,0.100,3.289,0.182,,0.078,0.216,0.030
4FGL J0509.2+5550,unID-bll,9.311,153.828,18.967,8.172,bcu,unID,{},0.075,,1.253,0.132,0.267,,1.030,0.170,0.010
4FGL J0509.3-2917,unID-bll,-33.874,231.484,9.157,6.811,bcu,unID,{2},0.118,,0.100,0.201,-0.089,,,0.123,0.000
4FGL J0509.4+1012,fsrq-fsrq,-17.245,191.377,80.555,17.915,fsrq,fsrq,{},0.042,fsrq,0.116,3.957,0.186,,0.125,0.083,0.000
4FGL J0509.4+0542,bll-bll,-19.631,195.399,1232.454,113.378,bll,bll,{},0.012,bll,0.938,156.075,0.106,,0.190,0.017,0.000
4FGL J0509.6+8425,bll-bll,24.622,128.474,11.632,4.965,bll,bll,{2},0.237,bll,0.100,0.263,0.078,,0.010,0.286,0.000
4FGL J0509.6-0402,bll-bll,-24.420,204.550,10.511,8.523,bll,bll,{},0.056,bll,14.822,0.046,0.025,,93.038,0.111,0.000
4FGL J0509.9-6417,bll-bll,-35.189,274.270,26.127,17.746,bll,bll,{},0.040,bll,1000.000,0.423,-0.010,,,0.063,0.000
4FGL J0510.0+1800,fsrq-fsrq,-12.782,184.733,1997.016,60.159,fsrq,fsrq,{},0.015,fsrq,0.586,36.855,0.184,,0.150,0.034,0.000
4FGL J0510.4-1809,unID-fsrq,-30.188,219.085,31.220,6.705,bcu,unID,{},0.080,,0.337,0.121,0.411,,0.329,0.289,0.020
4FGL J0511.4-6804,unID-bll,-34.296,278.761,20.593,5.780,bcu,unID,{3},0.074,,0.100,0.107,-0.001,,,0.117,0.000
4FGL J0512.3+3329,unID-bll,-3.412,172.273,17.961,6.581,,unID,{},0.089,,3.861,0.128,0.800,,1.346,0.448,0.020
4FGL J0512.5-2201,unID-bll,-31.058,223.495,10.820,4.838,,unID,{},0.089,,0.100,0.249,-0.100,,,0.090,0.000
4FGL J0512.8+5821,unID-pulsar,11.152,152.012,10.201,5.864,,unID,{1},0.155,,0.675,0.427,1.928,,0.133,0.466,0.510
4FGL J0512.8+4041,unID-bll,0.915,166.502,51.035,17.520,bcu,unID,{},0.069,,0.187,1.929,0.114,,0.369,0.082,0.000
4FGL J0513.9-4005,glc-bll,-35.067,244.568,9.917,6.852,glc,glc,{},0.141,,0.657,0.054,0.568,,0.521,0.424,0.080
4FGL J0513.9-3746,bll-bll,-34.717,241.775,23.807,7.479,bll,bll,{},0.182,bll,0.170,0.086,0.200,,0.442,0.237,0.000
4FGL J0514.5+6247,unID-bll,13.802,148.352,18.200,8.879,bcu,unID,{},0.067,,1.137,0.070,0.203,,0.972,0.136,0.010
4FGL J0514.6-4408,psr,-35.409,249.500,7.555,26.317,PSR,psr,{},0.062,pulsar,0.563,3.149,1.512,,0.053,0.247,0.970
4FGL J0515.4-3841,unID-bll,-34.582,242.937,21.007,5.554,,unID,{12},0.061,,8.893,0.028,1.956,,,,0.010
4FGL J0515.5-0125,unID-bll,-21.884,202.806,20.343,9.205,bcu,unID,{},0.042,,4.399,0.096,0.550,,1.515,0.329,0.000
4FGL J0515.6-4556,fsrq-fsrq,-35.377,251.734,1264.416,50.934,fsrq,fsrq,{},0.038,fsrq,0.118,20.468,0.164,,0.078,0.042,0.000
4FGL J0515.8+1527,bll-bll,-13.065,187.693,35.613,31.337,bll,bll,{},0.017,bll,6.981,3.507,0.183,,2.038,0.061,0.000
4FGL J0515.9+0537,unID-bll,-18.289,196.358,5.410,4.250,bcu,unID,{},0.078,,0.382,0.030,0.127,,2.598,0.351,0.000
4FGL J0516.1-7240,unID-fsrq,-32.843,284.005,262.745,16.953,bcu,unID,{},0.140,,0.221,0.649,0.178,,0.276,0.099,0.000
4FGL J0516.4+7350,bll-bll,19.771,138.628,12.134,19.477,bll,bll,{},0.026,bll,8.412,0.210,0.189,,3.833,0.091,0.000
4FGL J0516.7+2743,unID-bll,-5.991,177.532,9.258,4.283,bcu,unID,{},0.064,,0.100,2.606,-0.100,,,0.117,0.000
4FGL J0516.7-6207,bll-bll,-34.764,271.518,240.756,61.731,bll,bll,{},0.016,bll,0.276,9.492,0.095,,0.170,0.029,0.000
4FGL J0516.8-0509,fsrq-fsrq,-23.349,206.546,36.251,7.170,fsrq,fsrq,{2},0.207,fsrq,0.340,0.971,1.206,,0.115,0.470,0.010
4FGL J0517.5+0858,fsrq-fsrq,-16.193,193.578,18.284,6.506,fsrq,fsrq,{12},0.070,fsrq,6.932,0.112,1.984,,,,0.000
4FGL J0517.7-1758,unID-fsrq,-28.514,219.611,28.928,8.262,bcu,unID,{},0.179,,0.512,0.234,0.765,,0.249,0.460,0.020
4FGL J0517.9-6930,unID-fsrq,-33.418,280.290,10.083,4.863,bcu,unID,{6},0.160,,0.618,0.171,1.041,,0.260,0.664,0.260
4FGL J0517.9+5030,spp-bll,7.327,158.985,10.830,6.070,spp,spp,{},0.095,,2.940,0.041,0.482,,1.579,0.356,0.040
4FGL J0519.0+0851,unID-fsrq,-15.936,193.887,16.313,11.492,bcu,unID,{5},0.066,,0.110,4.968,0.241,,0.136,0.120,0.010
4FGL J0519.6+2744,unID-bll,-5.451,177.884,23.436,6.812,bcu,unID,{3},0.049,,7.617,0.128,1.242,,1.993,0.630,0.000
4FGL J0519.6-4544,rdg-bll,-34.667,251.551,11.938,10.576,rdg,rdg,{},0.081,,0.100,7.630,-0.100,,,0.054,0.030
4FGL J0519.7+1939,unID-bll,-9.954,184.650,7.221,4.889,,unID,{},0.051,,2.168,0.025,0.098,,6.597,0.230,0.000
4FGL J0520.4+3607,unID-fsrq,-0.533,171.086,14.968,4.900,bcu,unID,{3},0.109,,0.224,0.909,0.356,,0.264,0.239,0.050
4FGL J0520.6+6531,unID-bll,15.829,146.340,10.290,4.551,bcu,unID,{},0.053,,141.610,0.016,0.242,,374.707,0.374,0.000
4FGL J0521.2+1637,css-bll,-11.330,187.424,57.908,6.523,css,css,{},0.075,,3.541,0.127,1.376,,0.755,0.790,0.020
4FGL J0521.3-1734,fsrq-fsrq,-27.557,219.554,8.630,13.244,fsrq,fsrq,{},0.073,fsrq,0.498,0.448,0.459,,0.226,0.182,0.190
4FGL J0521.6+0103,bll-bll,-19.354,201.286,25.580,9.259,bll,bll,{},0.041,bll,5.463,0.042,0.066,,10.977,0.123,0.000
4FGL J0521.7+2112,bll-bll,-8.707,183.607,871.489,128.797,bll,bll,{},0.009,bll,7.696,367.838,0.089,,1.358,0.014,0.010
4FGL J0521.8+5658,unID-fsrq,11.382,153.868,6.496,4.524,bcu,unID,{6},0.186,,0.314,0.275,0.558,,0.206,0.302,0.270
