4FGL-DR4,source_type,glat,glon,variability,significance,class1,assoc_prob,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J1345.8+0706,fsrq-blazar,66.175,338.233,234.326,23.826,fsrq,0.999,fsrq,{},0.044,blazar,0.100,5.001,0.101,-0.397,0.037,0.068,0.000
4FGL J1345.9-2612,msp,35.072,317.894,30.872,15.369,msp,0.999,msp,{},0.063,pulsar,1.601,0.691,2.000,-0.077,,,0.740
4FGL J1346.1-5121,glc-blazar,10.591,311.573,13.030,4.847,glc,0.991,glc,{},0.075,,0.462,0.094,0.280,0.461,0.758,0.304,0.220
4FGL J1346.3-6026,rdg-blazar,1.706,309.659,10.830,24.854,rdg,0.800,rdg,{},0.036,,0.629,14.982,0.261,1.139,0.341,0.086,0.250
4FGL J1346.3+7227,bcu_unk-blazar,44.052,117.217,21.468,5.174,bcu,0.000,bcu_unk,{},0.090,,2.113,0.005,0.458,-0.555,1.444,0.430,0.160
4FGL J1346.5+3646,unID-blazar,74.882,75.963,15.839,4.377,,0.000,unID,{},0.048,,0.100,0.008,0.013,-0.675,,0.198,0.010
4FGL J1346.5+5330,unID-blazar,61.722,105.520,23.538,11.893,,0.350,unID,{},0.116,,0.100,1.357,0.218,-0.590,0.045,0.153,0.000
4FGL J1347.1-2959,bll-blazar,31.356,317.055,22.361,16.375,bll,0.999,bll,{},0.037,blazar,5.666,0.245,0.178,-0.093,2.877,0.099,0.000
4FGL J1347.4+7309,bcu_unk-blazar,43.367,117.399,12.952,4.996,bcu,0.826,bcu_unk,{2},0.253,,0.100,0.290,0.158,-0.544,0.036,0.233,0.010
4FGL J1347.6-3751,fsrq-blazar,23.686,315.016,67.818,19.269,fsrq,0.999,fsrq,{},0.048,blazar,0.567,0.990,0.349,0.066,0.226,0.118,0.000
4FGL J1347.9-0618,bcu_unk-pulsar,53.880,327.246,16.513,4.373,bcu,0.949,bcu_unk,{},0.089,,1.908,0.018,1.070,-0.297,0.509,0.390,0.550
4FGL J1348.9+0756,bll-blazar,66.468,340.977,16.795,9.639,bll,0.998,bll,{2},0.042,blazar,1000.000,0.038,-0.025,-0.390,,0.102,0.000
4FGL J1349.1-5829,unID-pulsar,3.540,310.427,5.422,7.302,,0.000,unID,{14},0.093,,0.175,1.818,0.295,0.782,0.258,0.208,0.530
4FGL J1349.5-7153,bcu_unk-blazar,-9.525,307.465,4.304,8.592,bcu,0.998,bcu_unk,{},0.077,,0.100,0.953,-0.066,0.378,,0.086,0.020
4FGL J1349.5-1131,fsrq-blazar,48.862,324.871,547.862,25.732,fsrq,0.997,fsrq,{3},0.044,blazar,0.144,7.125,0.251,-0.130,0.103,0.087,0.000
4FGL J1349.5-6206,spp-blazar,-0.000,309.675,18.006,7.689,spp,0.800,spp,"{3,4,5,6,14}",0.080,,0.192,51.223,0.385,1.669,0.156,0.172,0.210
4FGL J1350.6-6224,psr,-0.327,309.733,7.679,31.749,PSR,1.000,psr,{3},0.026,pulsar,1.959,100.783,0.959,1.625,0.269,0.177,0.990
4FGL J1350.8+3033,fsrq-blazar,76.555,51.220,364.191,29.237,fsrq,0.999,fsrq,{},0.039,blazar,0.100,2.923,0.087,-0.580,0.027,0.064,0.000
4FGL J1350.9-2757,unID-pulsar,33.098,318.635,13.023,6.882,,0.110,unID,{},0.337,,0.688,0.123,0.539,-0.068,0.617,0.370,0.880
4FGL J1351.0+0029,fsrq-blazar,59.760,333.626,120.492,7.105,fsrq,0.991,fsrq,{},0.075,blazar,0.440,0.095,0.290,-0.315,0.568,0.236,0.000
4FGL J1351.3+1115,bll-blazar,68.775,347.394,28.786,30.811,bll,1.000,bll,{},0.022,blazar,11.289,1.024,0.151,-0.366,5.714,0.061,0.000
4FGL J1351.4-1529,bll-blazar,44.971,323.569,24.489,12.641,bll,0.983,bll,{},0.060,blazar,0.100,0.194,0.011,-0.017,,0.089,0.000
4FGL J1351.6-6142,unID-pulsar,0.340,310.001,19.671,14.081,,0.000,unID,{14},0.062,,0.949,33.125,0.605,1.658,0.481,0.222,0.960
4FGL J1351.7-2912,bcu_unk-blazar,31.838,318.439,76.549,13.734,bcu,0.998,bcu_unk,{},0.072,,0.361,0.598,0.349,-0.083,0.252,0.184,0.000
4FGL J1351.7+5542,bll-blazar,59.411,106.182,29.072,9.379,bll,0.997,bll,{},0.051,blazar,3.551,0.040,1.334,-0.629,0.708,0.555,0.050
4FGL J1351.9+2847,bll-blazar,76.536,43.568,19.372,6.696,bll,,bll,{3},0.079,blazar,5.898,0.012,0.320,-0.619,3.956,0.264,0.000
4FGL J1352.6+3133,rdg-blazar,75.963,54.947,16.492,5.906,rdg,0.000,rdg,{},0.153,,0.100,0.251,0.231,-0.619,0.135,0.235,0.000
4FGL J1352.7-2742,bcu_unk-blazar,33.224,319.182,67.997,9.571,bcu,0.928,bcu_unk,{},0.144,,0.100,2.698,0.330,-0.079,0.093,0.177,0.000
4FGL J1353.0-4413,bll-blazar,17.267,314.424,35.943,21.324,bll,1.000,bll,{},0.031,blazar,0.310,1.008,0.122,0.144,0.386,0.072,0.000
4FGL J1353.2+3740,bll-blazar,73.265,75.880,17.864,9.849,bll,0.998,bll,{},0.058,blazar,3.820,0.028,0.634,-0.610,1.371,0.374,0.030
4FGL J1353.3+1434,bll-blazar,70.885,354.991,56.514,17.464,bll,0.999,bll,{},0.035,blazar,0.100,0.528,0.062,-0.335,0.231,0.073,0.000
4FGL J1353.4+5600,bll-blazar,59.046,106.042,18.421,9.238,bll,0.997,bll,{},0.042,blazar,0.100,0.125,-0.100,-0.621,,0.082,0.000
4FGL J1353.5-6128,unID-pulsar,0.516,310.275,11.395,5.288,,0.000,unID,"{1,5,14}",0.066,,0.947,1.390,0.433,1.521,1.571,0.394,0.720
4FGL J1353.6-6640,bll-blazar,-4.541,309.044,61.138,34.062,bll,1.000,bll,{},0.021,blazar,25.640,1.727,0.036,0.607,56.138,0.047,0.000
4FGL J1353.7-3936,bll-blazar,21.694,315.797,13.641,4.825,bll,0.999,bll,{},0.038,blazar,28.460,0.032,0.842,0.087,16.602,0.809,0.010
4FGL J1354.1+2557,unID-blazar,75.939,31.680,17.511,4.985,,0.000,unID,{},0.128,,0.100,0.391,-0.011,-0.563,,0.171,0.000
4FGL J1354.1-8750,bcu_unk-blazar,-25.047,303.576,8.378,4.590,bcu,0.997,bcu_unk,{},0.101,,0.100,0.251,0.066,0.098,0.011,0.186,0.000
4FGL J1354.2+0353,unID-blazar,62.345,338.525,12.503,5.290,,0.000,unID,{},0.051,,1000.000,0.016,-0.007,-0.355,,0.178,0.000
4FGL J1354.2+6934,bcu_unk-blazar,46.584,115.025,7.744,7.798,bcu,0.952,bcu_unk,{},0.161,,0.320,0.018,0.195,-0.599,0.856,0.259,0.290
4FGL J1354.3-0206,fsrq-blazar,57.062,332.833,29.218,8.458,fsrq,0.990,fsrq,{3},0.196,blazar,0.415,0.594,1.364,-0.239,0.118,0.622,0.060
4FGL J1354.4+3707,bll-blazar,73.364,73.804,8.421,16.491,bll,0.999,bll,{},0.032,blazar,0.100,0.148,0.001,-0.660,,0.083,0.000
4FGL J1354.7+0623,bll-blazar,64.375,341.764,13.551,6.413,bll,0.996,bll,{},0.087,blazar,4.038,0.013,0.287,-0.363,4.030,0.352,0.010
4FGL J1354.8-1041,fsrq-blazar,49.169,327.180,198.665,25.973,fsrq,0.998,fsrq,{},0.040,blazar,0.230,3.513,0.279,-0.186,0.143,0.100,0.000
4FGL J1355.8-6155,unID-pulsar,-0.001,310.426,16.077,4.689,,0.000,unID,"{4,5,14}",0.156,,1.924,3.225,1.980,1.679,,,0.670
4FGL J1356.0-6747,unID-pulsar,-5.692,309.000,9.815,6.794,,0.000,unID,{1},0.234,,0.507,1.071,1.820,0.523,0.162,1.225,0.830
4FGL J1356.2-2454,bcu_unk-blazar,35.667,321.084,17.897,5.509,bcu,0.940,bcu_unk,{},0.123,,0.295,0.111,0.453,-0.058,0.300,0.330,0.260
4FGL J1356.2-1726,agn-blazar,42.733,324.188,13.041,6.729,agn,0.965,agn,{},0.070,,4.464,0.067,1.794,-0.021,0.922,0.872,0.090
4FGL J1356.6+0234,msp,60.908,338.158,15.573,11.086,msp,0.998,msp,{},0.089,pulsar,1.247,0.249,1.316,-0.323,0.232,0.474,0.920
4FGL J1356.9-6432,psr,-2.558,309.900,15.055,21.605,PSR,1.000,psr,{5},0.049,pulsar,0.432,82.807,0.785,0.961,0.076,0.134,0.760
4FGL J1357.1+1921,fsrq-blazar,73.045,9.153,49.919,10.313,fsrq,0.995,fsrq,{2},0.075,blazar,0.100,3.437,0.126,-0.218,0.012,0.174,0.000
4FGL J1357.3-6123,unID-pulsar,0.478,310.735,11.633,6.616,,0.000,unID,"{1,2,4,5,14}",0.117,,0.737,13.866,0.999,1.565,0.334,0.446,0.950
4FGL J1357.5+0127,bll-blazar,59.827,337.410,26.682,16.582,bll,0.997,bll,{},0.054,blazar,1.333,0.241,0.243,-0.308,0.683,0.119,0.000
4FGL J1357.8-5724,unID-pulsar,4.316,311.814,17.612,5.347,,0.000,unID,{4},0.083,,1.165,0.306,1.409,0.662,0.306,0.559,0.740
4FGL J1358.0-0050,unID-pulsar,57.768,335.404,11.124,4.501,,0.150,unID,{3},0.147,,0.613,0.043,0.693,-0.239,0.345,0.360,0.950
4FGL J1358.0-7749,unID-blazar,-15.419,306.526,12.559,8.080,,0.000,unID,{},0.173,,0.591,0.141,0.366,0.120,0.554,0.236,0.500
4FGL J1358.1+7642,fsrq-blazar,39.778,118.009,137.748,18.990,fsrq,0.999,fsrq,{},0.039,blazar,0.173,0.355,0.166,-0.491,0.253,0.104,0.000
4FGL J1358.2-6210,spp-blazar,-0.304,310.640,9.892,12.768,spp,0.800,spp,"{1,14}",0.075,,0.560,31.728,0.389,1.735,0.348,0.142,0.410
4FGL J1358.3-6026,psr,1.361,311.102,7.060,26.844,PSR,1.000,psr,{},0.036,pulsar,0.803,60.576,0.597,1.363,0.204,0.127,1.000
4FGL J1358.7-6944,unID-blazar,-7.634,308.733,9.315,4.876,,0.000,unID,{1},0.202,,0.448,0.222,0.769,0.415,0.215,0.345,0.440
4FGL J1358.7+2355,unID-blazar,74.494,24.728,8.717,4.421,,0.000,unID,{},0.062,,1000.000,0.030,0.020,-0.412,,0.184,0.000
4FGL J1358.9-0703,bcu_unk-pulsar,52.104,330.910,17.853,7.420,bcu,0.996,bcu_unk,{},0.082,,2.681,0.063,1.043,-0.311,0.702,0.510,0.630
4FGL J1359.1+5544,fsrq-blazar,58.884,104.446,107.424,31.093,fsrq,0.998,fsrq,{},0.047,blazar,0.100,3.706,0.143,-0.609,0.066,0.054,0.000
4FGL J1359.4+0202,fsrq-blazar,60.090,338.802,63.512,6.619,fsrq,0.984,fsrq,{5},0.089,blazar,0.560,0.095,0.441,-0.319,0.537,0.329,0.000
4FGL J1359.4+1809,bcu_unk-blazar,71.955,6.698,4.237,4.340,bcu,0.958,bcu_unk,{3},0.189,,0.100,0.014,-0.042,-0.319,,0.156,0.020
4FGL J1359.5-6615,unID-blazar,-4.287,309.719,14.520,6.174,,0.000,unID,"{1,2,9}",0.093,,0.140,0.164,0.112,0.634,0.676,0.172,0.000
4FGL J1359.7+4012,fsrq-blazar,70.751,80.100,56.501,15.508,fsrq,0.998,fsrq,{},0.091,blazar,0.149,0.817,0.351,-0.606,0.116,0.153,0.000
4FGL J1359.8-3746,bll-blazar,23.149,317.581,56.391,21.810,bll,1.000,bll,{},0.025,blazar,0.100,0.954,-0.042,0.081,,0.047,0.000
4FGL J1359.9+3616,unID-blazar,72.830,69.385,31.679,4.515,,0.230,unID,{},0.181,,0.100,0.369,0.018,-0.663,,0.200,0.000
4FGL J1400.0-2415,unID-pulsar,36.004,322.353,8.524,21.309,,0.000,unID,{},0.051,,2.157,1.052,1.236,-0.080,0.223,0.299,0.940
4FGL J1400.2-4010,bll-blazar,20.816,316.915,4.807,8.296,bll,0.966,bll,{},0.046,blazar,4.624,0.026,0.091,0.142,7.658,0.152,0.000
4FGL J1400.4-6050,unID-pulsar,0.905,311.242,14.819,8.845,,0.000,unID,"{1,5,14}",0.102,,1.022,9.104,0.791,1.541,0.492,0.343,0.840
4FGL J1400.5-6147,unID-pulsar,-0.007,310.999,4.975,4.186,,0.000,unID,"{4,5,6,14}",0.088,,1.028,4.059,0.777,1.698,0.536,0.258,0.890
4FGL J1400.6-5605,bcu_unk-blazar,5.490,312.525,99.686,15.459,bcu,0.999,bcu_unk,{},0.058,,0.100,6.014,0.187,0.609,0.138,0.098,0.000
4FGL J1400.6-1432,msp,45.069,326.982,11.643,26.343,MSP,1.000,msp,{},0.043,pulsar,1.257,2.842,1.068,-0.004,0.116,0.185,1.000
4FGL J1401.1-3717,bcu_unk-blazar,23.525,318.002,16.932,11.377,bcu,0.000,bcu_unk,{},0.041,,9.944,0.080,0.149,0.065,9.297,0.176,0.000
4FGL J1401.2-0915,fsrq-blazar,49.874,330.265,18.421,11.349,fsrq,0.995,fsrq,{},0.055,blazar,2.911,0.111,0.534,-0.253,0.884,0.306,0.060
4FGL J1401.2-6116,unID-pulsar,0.474,311.219,11.924,5.751,,0.000,unID,"{1,2,5,14}",0.110,,2.582,3.663,1.950,1.597,0.478,0.474,0.910
4FGL J1401.3-5012,unID-blazar,11.129,314.230,11.130,5.709,,0.000,unID,{},0.089,,0.463,0.252,0.453,0.450,0.344,0.280,0.490
4FGL J1401.6-4645,unID-blazar,14.421,315.245,14.361,6.667,,0.000,unID,{2},0.099,,0.100,2.154,-0.100,0.263,,0.089,0.000
4FGL J1401.7-3217,unID-blazar,28.271,319.791,48.206,8.188,,0.000,unID,{},0.140,,1.795,0.071,0.381,-0.005,1.148,0.290,0.000
4FGL J1401.9-6130,unID-blazar,0.228,311.238,13.690,4.563,,0.340,unID,"{5,6}",0.071,,3.855,0.734,0.483,1.704,2.761,0.437,0.080
4FGL J1402.5-1827,bcu_unk-blazar,41.258,325.595,19.332,8.125,bcu,0.974,bcu_unk,{},0.101,,0.100,0.531,0.233,-0.020,0.205,0.186,0.000
4FGL J1402.6+1600,bll-blazar,70.094,2.589,23.026,8.917,bll,0.998,bll,{},0.051,blazar,0.100,0.022,0.014,-0.424,3.128,0.119,0.000
4FGL J1402.6-3330,fsrq-blazar,27.056,319.569,22.991,9.481,fsrq,0.983,fsrq,{},0.187,blazar,0.309,1.625,1.716,0.034,0.073,0.765,0.060
4FGL J1402.7+1306,msp,68.212,356.402,19.377,12.132,MSP,1.000,msp,{},0.099,pulsar,1.589,0.268,1.998,-0.354,,,0.980
4FGL J1403.2-5758,unID-blazar,3.571,312.358,14.908,6.193,,0.000,unID,{4},0.157,,0.160,1.619,0.349,0.796,0.235,0.263,0.180
4FGL J1403.4+4319,bll-blazar,68.218,85.622,16.411,5.366,bll,,bll,{},0.041,blazar,82.079,0.018,0.305,-0.627,133.097,0.267,0.000
4FGL J1403.5-6236,unID-pulsar,-0.883,311.116,23.582,15.994,,0.000,unID,"{3,14}",0.043,,2.390,18.092,1.814,1.602,0.235,0.402,0.680
4FGL J1403.6+3606,bcu_unk-blazar,72.246,67.787,8.642,5.132,bcu,0.997,bcu_unk,{},0.036,,15.922,0.002,0.064,-0.688,67.011,0.253,0.000
4FGL J1403.7+2429,unID-blazar,73.530,27.780,8.141,4.534,,0.760,unID,{},0.052,,1000.000,0.043,0.074,-0.391,42664.719,0.238,0.000
4FGL J1404.4-6159,spp-pulsar,-0.319,311.398,10.647,11.228,spp,0.800,spp,"{1,2,5,14}",0.112,,0.363,99.230,0.575,1.717,0.150,0.174,0.700
4FGL J1404.8-5237,unID-pulsar,8.652,314.074,11.643,12.766,,0.000,unID,{},0.054,,1.024,0.827,0.506,0.646,0.388,0.194,0.970
4FGL J1404.8+6554,bll-blazar,49.562,111.499,52.250,25.614,bll,1.000,bll,{},0.024,blazar,5.383,0.214,0.164,-0.618,2.214,0.075,0.000
4FGL J1404.8+0402,bll-blazar,61.004,343.349,53.626,24.697,bll,0.999,bll,{},0.030,blazar,1.062,0.375,0.026,-0.300,3.430,0.055,0.000
4FGL J1405.0-1544,unID-pulsar,43.561,327.724,15.703,5.168,,0.760,unID,{},0.263,,0.402,0.094,0.459,-0.019,0.393,0.345,0.540
4FGL J1405.1-6119,hmb-pulsar,0.284,311.659,6.082,26.960,HMB,1.000,hmb,"{5,9}",0.026,,0.449,964.240,0.541,1.768,0.088,0.078,0.600
4FGL J1405.3-0640,bcu_unk-blazar,51.753,333.481,11.925,7.982,bcu,,bcu_unk,{},0.094,,1.747,0.038,0.153,-0.308,2.425,0.178,0.040
4FGL J1405.3-6008,unID-blazar,1.417,312.012,20.197,4.120,,0.000,unID,{5},0.128,,5.158,0.122,0.202,1.250,7.400,0.240,0.000
4FGL J1405.9-1853,unID-blazar,40.565,326.363,20.296,6.015,,0.000,unID,{},0.046,,3.998,0.016,0.118,-0.021,7.749,0.259,0.010
4FGL J1406.1-2508,bll-blazar,34.717,323.593,43.878,14.341,bll,1.000,bll,{},0.027,blazar,2.625,0.163,0.169,-0.069,1.517,0.107,0.000
4FGL J1406.2-7500,unID-blazar,-12.848,307.812,7.342,4.868,,0.000,unID,{3},0.340,,0.100,0.742,0.164,0.210,0.083,0.239,0.080
4FGL J1406.4-1654,bcu_unk-blazar,42.350,327.539,14.158,5.651,bcu,0.935,bcu_unk,{},0.093,,1.454,0.027,0.279,-0.037,1.442,0.258,0.080
4FGL J1406.5-0054,bll-blazar,56.650,338.776,9.976,5.016,bll,0.988,bll,{3},0.081,blazar,0.100,0.431,-0.060,-0.222,,0.144,0.000
4FGL J1406.6-6523,bcu_unk-blazar,-3.661,310.660,16.109,4.730,unk,0.000,bcu_unk,"{4,5,14}",0.153,,0.100,0.430,0.125,0.692,0.242,0.202,0.000
4FGL J1406.6-3934,bll-blazar,21.033,318.371,27.838,8.026,bll,0.999,bll,{},0.058,blazar,29.692,0.085,0.879,0.102,14.060,0.668,0.040
4FGL J1406.9+1643,bll-blazar,69.665,6.046,19.477,12.209,bll,0.998,bll,{},0.077,blazar,13.391,0.096,0.353,-0.367,6.838,0.201,0.000
4FGL J1407.1+5312,bll-blazar,60.383,99.779,18.014,4.368,bll,0.955,bll,{3},0.167,blazar,1.490,0.004,0.267,-0.624,2.167,0.306,0.000
4FGL J1407.4-0820,unID-blazar,50.029,333.050,11.683,4.437,,0.000,unID,"{3,5}",0.123,,0.100,1.975,-0.056,-0.257,,0.158,0.000
4FGL J1407.5-2706,bll-blazar,32.765,323.126,19.647,7.699,bll,0.969,bll,{},0.188,blazar,1000.000,0.265,-0.100,-0.103,,0.111,0.000
4FGL J1407.6-4301,bll-blazar,17.690,317.444,64.847,15.369,bll,1.000,bll,{},0.043,blazar,0.932,0.256,0.104,0.146,1.227,0.089,0.000
4FGL J1407.7-3017,unID-pulsar,29.759,321.905,18.736,11.501,,0.600,unID,{},0.168,,0.557,0.742,1.393,-0.092,0.110,0.411,0.530
4FGL J1408.0+3834,unID-blazar,70.315,73.327,12.310,4.915,,0.000,unID,{},0.103,,15.761,0.005,0.281,-0.682,17.950,0.340,0.020
4FGL J1408.1-6010,unID-blazar,1.296,312.336,9.992,4.642,,0.000,unID,{3},0.256,,0.828,0.454,0.300,1.303,0.917,0.072,0.350
4FGL J1408.6-2917,bin-blazar,30.629,322.507,9.089,11.993,bin,,bin,{},0.129,,0.100,2.865,0.280,-0.107,0.088,0.139,0.150
4FGL J1408.7+3617,bcu_unk-blazar,71.238,66.939,15.507,5.609,bcu,0.995,bcu_unk,{},0.071,,0.100,0.200,-0.070,-0.691,,0.129,0.000
4FGL J1408.7-3747,unID-pulsar,22.601,319.387,8.159,11.818,,0.000,unID,{},0.074,,1.084,0.410,0.981,0.085,0.220,0.309,0.980
4FGL J1408.9-0751,fsrq-blazar,50.296,333.894,4162.626,85.933,fsrq,0.999,fsrq,{2},0.023,blazar,0.396,34.904,0.206,-0.281,0.123,0.039,0.000
4FGL J1408.9-5845,unID-blazar,2.620,312.855,13.580,5.493,,0.000,unID,"{4,6}",0.096,,0.100,4.463,0.031,1.021,,0.140,0.010
4FGL J1409.7+5940,bll-blazar,54.785,105.868,17.888,6.834,bll,0.989,bll,{},0.095,blazar,0.145,0.010,0.088,-0.579,1.739,0.323,0.000
4FGL J1409.8+7921,unID-blazar,37.090,118.474,9.385,4.124,,0.000,unID,{3},0.053,,11.000,0.005,0.857,-0.428,5.973,0.718,0.000
4FGL J1410.1+0202,bll-blazar,58.619,343.171,51.963,19.673,bll,0.998,bll,{},0.046,blazar,0.562,0.645,0.299,-0.322,0.256,0.111,0.000
4FGL J1410.3+1438,bll-blazar,67.789,2.710,16.527,14.221,bll,0.993,bll,{},0.069,blazar,1.477,0.140,0.195,-0.360,0.907,0.116,0.010
4FGL J1410.3+6058,bll-blazar,53.624,106.895,19.997,6.351,bll,0.997,bll,{},0.053,blazar,35.712,0.013,0.529,-0.521,35.926,0.525,0.000
4FGL J1410.4+2820,bll-blazar,72.485,41.497,27.074,12.744,bll,0.999,bll,{},0.046,blazar,1.398,0.052,0.115,-0.506,1.867,0.142,0.000
4FGL J1410.5+6215,bcu_unk-blazar,52.501,107.947,17.886,4.058,bcu,0.998,bcu_unk,{},0.051,,0.100,0.094,-0.100,-0.524,,0.094,0.000
4FGL J1410.7+7405,unID-blazar,41.915,115.754,27.628,23.281,,0.000,unID,{},0.025,,8.926,0.443,0.564,-0.492,1.738,0.168,0.000
4FGL J1411.5-0723,bll-blazar,50.399,335.124,9.902,8.385,bll,0.995,bll,{},0.045,blazar,1000.000,0.044,-0.021,-0.299,,0.148,0.000
4FGL J1411.5-6133,psr,-0.152,312.325,8.399,6.626,PSR,1.000,psr,"{1,5}",0.085,pulsar,0.626,54.040,0.777,1.786,0.298,0.255,1.000
4FGL J1411.6+2913,unID-blazar,72.218,44.428,13.985,4.087,,0.360,unID,{},0.100,,0.100,0.097,0.062,-0.546,0.007,0.189,0.000
4FGL J1411.8+5249,bll-blazar,60.261,98.174,59.951,15.295,bll,0.998,bll,{},0.043,blazar,0.100,0.140,0.026,-0.608,0.023,0.091,0.000
4FGL J1412.0+3836,bcu_unk-blazar,69.621,72.298,28.411,8.859,bcu,0.994,bcu_unk,{},0.061,,11.316,0.018,0.229,-0.683,10.244,0.196,0.000
4FGL J1412.1-6631,unID-pulsar,-4.900,310.858,12.720,18.282,,0.000,unID,{},0.058,,1.840,1.812,0.863,0.685,0.309,0.220,0.850
4FGL J1412.1+7427,bll-blazar,41.547,115.834,22.183,13.961,bll,0.981,bll,{2},0.049,blazar,0.100,0.103,0.047,-0.481,0.457,0.091,0.000
4FGL J1412.2+2132,bcu_unk-blazar,70.783,20.435,27.990,4.274,bcu,0.968,bcu_unk,{9},0.137,,0.994,0.022,0.416,-0.293,0.947,0.469,0.010
4FGL J1412.2-6018,unID-blazar,1.011,312.790,7.595,4.120,,0.000,unID,{},0.058,,0.100,0.825,-0.041,1.407,,0.112,0.010
4FGL J1412.9+5018,bcu_unk-blazar,62.096,94.550,35.779,4.228,bcu,0.973,bcu_unk,{},0.176,,0.100,0.188,0.116,-0.558,0.047,0.227,0.000
4FGL J1413.1-6519,sey-blazar,-3.802,311.329,17.494,9.352,sey,0.999,sey,{5},0.045,,0.100,1.159,0.010,0.710,,0.097,0.000
4FGL J1413.5-6205,psr,-0.733,312.378,5.921,106.742,PSR,1.000,psr,{},0.011,pulsar,1.500,3511.060,0.670,1.616,0.070,0.038,1.000
4FGL J1413.5-2820,unID-blazar,31.136,324.071,17.949,5.155,,0.770,unID,{},0.201,,0.100,0.871,0.307,-0.084,0.113,0.310,0.000
4FGL J1413.9-6705,unID-pulsar,-5.501,310.849,17.347,4.101,,0.140,unID,"{4,5,9,14}",0.157,,0.821,0.283,1.068,0.632,0.374,0.664,0.880
4FGL J1414.5+0826,bcu_unk-blazar,62.871,353.259,14.926,4.747,bcu,0.812,bcu_unk,{},0.173,,0.100,0.647,0.254,-0.330,0.089,0.281,0.090
4FGL J1415.2-5550,unID-blazar,5.128,314.565,18.498,4.002,,0.000,unID,{4},0.143,,0.520,0.952,1.740,0.660,0.183,0.904,0.430
4FGL J1415.4-6458,unID-pulsar,-3.546,311.666,16.588,10.156,,0.000,unID,{},0.059,,2.880,0.529,0.836,0.879,0.788,0.362,0.670
4FGL J1415.5+4830,bll-blazar,63.105,91.213,179.639,32.124,bll,1.000,bll,{},0.026,blazar,5.783,0.604,0.145,-0.560,2.269,0.057,0.000
4FGL J1415.9-1002,fsrq-blazar,47.555,334.643,15.281,5.535,fsrq,0.955,fsrq,{},0.267,blazar,0.572,0.209,2.000,-0.163,,,0.240
4FGL J1415.9-1504,unID-pulsar,43.082,331.393,13.665,6.752,,0.470,unID,{3},0.118,,2.379,0.052,0.699,-0.073,1.033,0.584,0.720
4FGL J1416.0+1320,bcu_unk-blazar,65.906,2.221,2138.695,63.183,bcu,0.997,bcu_unk,{},0.015,,1.024,8.627,0.095,-0.336,0.323,0.026,0.000
4FGL J1416.0+3443,bcu_unk-blazar,70.379,60.880,183.201,9.192,bcu,0.991,bcu_unk,{},0.096,,0.229,0.315,0.529,-0.621,0.159,0.244,0.060
4FGL J1416.1-2417,bll-blazar,34.664,326.525,30.953,10.384,bll,0.999,bll,{},0.037,blazar,17.265,0.099,0.169,-0.002,16.968,0.136,0.000
4FGL J1416.5-6145,spp-blazar,-0.530,312.816,7.456,5.161,spp,0.800,spp,"{1,5,14}",0.255,,2.218,1.421,0.746,1.609,0.995,0.341,0.470
4FGL J1416.7-5023,unID-pulsar,10.213,316.554,8.467,14.721,,0.000,unID,{},0.054,,0.910,1.321,0.613,0.454,0.247,0.181,1.000
4FGL J1417.3+6059,unID-blazar,53.167,105.700,15.085,4.438,,0.000,unID,{},0.102,,0.100,0.018,0.074,-0.582,0.650,0.349,0.000
4FGL J1417.6-4403,msp,16.132,318.886,7.564,26.602,msp,0.988,msp,{},0.038,pulsar,0.978,2.545,0.521,0.216,0.189,0.117,0.990
4FGL J1417.7-6057,unID-blazar,0.178,313.222,9.380,9.219,,0.000,unID,{1},0.045,,1000.000,27.953,-0.080,1.712,,0.048,0.000
4FGL J1417.9+2543,bll-blazar,70.599,33.696,22.596,19.421,bll,1.000,bll,{},0.025,blazar,111.530,1.499,0.275,-0.296,96.162,0.120,0.000
4FGL J1418.2-5400,unID-pulsar,6.721,315.577,5.959,6.986,,0.000,unID,"{1,3}",0.213,,0.333,3.289,0.906,0.694,0.134,0.391,0.760
4FGL J1418.4-0233,bll-blazar,53.655,341.580,92.740,72.301,bll,1.000,bll,{10},0.013,blazar,17.493,26.815,0.171,-0.144,4.712,0.029,0.000
4FGL J1418.4+3543,fsrq-blazar,69.599,63.212,1775.497,60.890,FSRQ,1.000,fsrq,{},0.015,blazar,0.420,7.588,0.098,-0.644,0.209,0.029,0.000
4FGL J1418.7-3504,fsrq-blazar,24.469,322.457,23.527,10.534,fsrq,0.979,fsrq,{},0.153,blazar,0.206,1.550,0.633,-0.003,0.105,0.254,0.030
4FGL J1418.7-6057,psr,0.131,313.331,16.083,44.939,PSR,1.000,psr,"{2,10}",0.011,pulsar,1.112,10495.609,0.714,1.712,0.097,0.051,0.990
4FGL J1418.7-6110,unID-pulsar,-0.068,313.263,11.603,4.496,,0.000,unID,"{5,14}",0.058,,0.645,52.117,0.646,1.697,0.325,0.203,0.990
4FGL J1418.9+7731,bll-blazar,38.575,117.026,38.352,21.189,bll,1.000,bll,{},0.025,blazar,10.249,0.239,0.452,-0.417,2.663,0.134,0.010
4FGL J1419.2-6029,unID-blazar,0.561,313.542,16.633,5.235,,0.000,unID,{2},0.096,,0.299,2.499,0.134,1.513,1.020,0.159,0.000
